username,active_num_days,active_avg_count,active_sum_count,problem_avg_count,problem_sum_count,video_num_days,video_sum_count,num_watched,num_complete,complete_rate,watched_time_hour,watched_time_weekday,seek_video_sum,pause_video_sum,pause_video_avg,stop_video_sum,stop_video_avg,video_forward_seek_avg,video_backward_seek_sum,video_pause_backward_seek_sum,video_stop_backward_seek_sum,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_seek_sum,video_pause_sum,video_pause_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
104602009,0.333333333,75.20370371,120.16666670000001,6.8611111110000005,9.055555556,0.111111111,2.0,0.27777777800000003,0.222222222,0.092592593,1.320328132,0.444444444,0.166666667,0.27777777800000003,0.111111111,0.166666667,0.064814815,0.351851852,0.111111111,0.0,0.0,0.8888888890000001,0.351851852,0.111111111,1.0,0.7222222220000001,0.287037037,2.611111111,1.0555555559999998,0.666666667,1.166666667,9.777777777999999,9.444444444,2
104602010,1.5555555559999998,131.5,414.5,6.805555556,8.888888889,0.8888888890000001,166.5555556,5.3888888889999995,1.5555555559999998,0.154191033,3.4859237860000003,1.7777777780000001,4.944444444,4.0,0.335672515,0.944444444,0.091780377,2.7166016889999995,11.88888889,1.4444444440000002,0.444444444,41.33333333,2.78625731,13.77777778,55.11111111,12.11111111,0.8375243659999999,2.722222222,1.0,0.7222222220000001,1.0555555559999998,9.977777778,9.888888889,2
104602011,2.611111111,94.11150794,300.0,7.233333332999999,13.11111111,1.4444444440000002,33.77777778,5.166666667,3.833333333,0.5112103170000001,7.592297772,2.0,2.9444444439999997,4.1111111110000005,0.493827161,3.222222222,0.43938492100000004,0.568805115,5.166666667,1.5,0.333333333,4.166666667,0.609314374,7.0,11.16666667,13.83333333,1.7755291009999998,2.666666667,1.0555555559999998,0.833333333,1.111111111,9.766666667,8.333333332999999,2
104602012,3.222222222,139.15277780000002,457.6111111000001,8.004629629,15.66666667,1.611111111,81.77777778,6.6111111110000005,3.611111111,0.389117871,6.750452639,2.666666667,4.833333333,5.833333333,0.6933114029999999,2.722222222,0.277594092,1.3191579820000001,10.27777778,3.277777778,1.0,11.11111111,1.460797471,14.55555556,25.66666667,25.66666667,2.8919862419999998,5.0,1.388888889,0.944444444,1.7777777780000001,9.833333332999999,8.888888889,3
104602013,1.4444444440000002,83.32407407,225.2222222,3.75,5.5,1.166666667,42.22222222,3.166666667,2.222222222,0.25357142899999996,7.152518025,1.0,2.055555556,2.666666667,0.548181217,2.111111111,0.245469577,1.170601852,6.944444444,1.7222222219999999,0.666666667,7.277777778,1.49375,9.333333332999999,16.61111111,11.5,2.532903439,2.222222222,1.0555555559999998,0.7222222220000001,1.111111111,9.877777777999999,8.666666667000001,2
104602014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38888888899999996,0.166666667,0.111111111,0.166666667,7.188888888999999,3.111111111,1
104602016,0.5,12.01851852,24.44444444,0.0,0.0,0.38888888899999996,4.6111111110000005,1.0,0.611111111,0.196969697,2.690661959,0.611111111,0.444444444,0.5555555560000001,0.141414141,0.611111111,0.196969697,0.49747474799999997,0.38888888899999996,0.0,0.166666667,1.7777777780000001,0.502525253,0.5555555560000001,2.333333333,1.166666667,0.356060606,1.611111111,0.5555555560000001,0.5,0.611111111,9.766666667,6.0,0
104602017,0.7222222220000001,99.29166667,179.5,9.055555556,16.77777778,0.444444444,13.72222222,1.277777778,0.166666667,0.04365079400000001,2.7537133560000004,1.277777778,0.944444444,1.111111111,0.268518519,0.111111111,0.015873016,1.62962963,1.0,0.111111111,0.0,7.277777778,1.681216931,1.111111111,8.388888889,3.888888889,0.994708995,2.444444444,0.7222222220000001,0.38888888899999996,0.944444444,9.577777778,9.0,1
104602018,1.888888889,86.76018518,292.1666667,6.092592592999999,11.94444444,1.277777778,36.05555556,1.7222222219999999,0.444444444,0.09629629599999999,6.953559652,2.277777778,1.0,1.6666666669999999,0.592592593,0.38888888899999996,0.089814815,0.9935185190000001,5.5,1.5555555559999998,0.222222222,4.777777778,1.00462963,7.277777778,12.05555556,11.88888889,3.426851852,3.0,0.944444444,0.666666667,1.166666667,9.6,7.777777778,1
104602019,2.722222222,91.69444444,377.72222220000003,9.101851852000001,14.44444444,1.4444444440000002,62.72222222,4.055555556,2.777777778,0.328957231,5.38534814,1.4444444440000002,3.166666667,2.888888889,0.408796296,2.5,0.299349647,1.4657297180000002,17.72222222,1.7777777780000001,1.111111111,9.833333332999999,1.544102734,20.61111111,30.44444444,15.88888889,2.273567019,3.0555555560000003,0.944444444,0.611111111,1.0,9.8,6.444444444,3
104602020,0.833333333,60.67962963,149.5,10.63888889,12.16666667,0.166666667,2.333333333,0.166666667,0.0,0.0,1.956081942,0.611111111,0.055555556,0.166666667,0.166666667,0.0,0.0,0.7777777779999999,0.7777777779999999,0.055555556,0.0,0.7777777779999999,0.7777777779999999,0.833333333,1.611111111,0.666666667,0.666666667,1.7777777780000001,0.7222222220000001,0.5,0.7222222220000001,9.333333332999999,9.222222222000001,2
104602021,1.277777778,23.00648148,92.0,2.277777778,4.555555556,0.222222222,8.944444444,0.444444444,0.055555556,0.007936508,1.7491094880000002,0.222222222,0.38888888899999996,0.38888888899999996,0.103174603,0.0,0.0,1.198412698,0.666666667,0.166666667,0.0,5.222222222,1.222222222,0.833333333,6.055555556,1.4444444440000002,0.682539683,1.333333333,0.611111111,0.333333333,0.611111111,9.322222222,6.0,3
104602022,1.9444444440000002,132.60277779999998,307.05555560000005,9.388888889,9.388888889,1.5,67.33333333,5.777777778,4.555555556,0.531565126,7.725299055,1.9444444440000002,3.4444444439999997,3.611111111,0.49493075,4.333333333,0.455137333,1.9926334419999998,7.833333333,1.277777778,1.166666667,15.88888889,2.1038262530000003,10.27777778,26.16666667,7.1111111110000005,0.8811060540000001,1.5,0.7222222220000001,0.5555555560000001,0.7222222220000001,9.611111111,9.666666667000001,3
104602023,0.8888888890000001,28.30555556,98.66666667,1.611111111,4.833333333,0.38888888899999996,3.333333333,0.7222222220000001,0.0,0.0,2.426899202,1.0,0.5555555560000001,0.5555555560000001,0.152777778,0.0,0.0,0.472222222,0.38888888899999996,0.0,0.0,1.333333333,0.47916666700000005,0.38888888899999996,1.7222222219999999,0.8888888890000001,0.240740741,2.111111111,0.7777777779999999,0.444444444,0.8888888890000001,8.3,9.333333332999999,3
104602024,1.277777778,78.91944444,128.6666667,5.583333333,5.722222222,0.444444444,2.555555556,0.666666667,0.166666667,0.066666667,1.690031099,1.333333333,0.38888888899999996,0.444444444,0.2,0.111111111,0.055555556,0.15555555599999998,0.055555556,0.166666667,0.0,0.833333333,0.166666667,0.222222222,1.0555555559999998,0.833333333,0.29444444399999997,1.4444444440000002,0.5,0.333333333,0.5555555560000001,6.955555556,6.8888888889999995,2
104602025,1.888888889,35.30092593,124.7777778,3.8055555560000003,9.388888889,0.5,6.555555556,0.944444444,0.5,0.066468254,1.4715157030000001,0.38888888899999996,0.222222222,0.611111111,0.12202381,0.444444444,0.058531745999999996,0.599206349,0.111111111,0.0,0.055555556,2.666666667,0.599206349,0.166666667,2.833333333,1.111111111,0.18452381,3.5,1.0,0.5555555560000001,1.0555555559999998,8.333333332999999,5.3888888889999995,2
104602026,0.944444444,25.86111111,46.55555556,0.0,0.0,0.611111111,3.4444444439999997,1.0555555559999998,0.38888888899999996,0.078571429,3.636829687,1.5,0.444444444,0.666666667,0.28730158699999997,0.333333333,0.067460317,0.035714286,0.222222222,0.111111111,0.055555556,0.166666667,0.04365079400000001,0.38888888899999996,0.5555555560000001,1.611111111,0.558730159,0.0,0.0,0.0,0.0,3.4444444439999997,1.888888889,0
104602027,2.166666667,60.41296297,184.22222219999998,5.0,7.5,1.222222222,15.5,2.611111111,0.833333333,0.18678451199999999,7.416560208,1.7777777780000001,1.611111111,2.277777778,0.5629629629999999,0.611111111,0.147053872,1.4376743630000002,1.166666667,0.5555555560000001,0.0,7.944444444,1.472354497,1.7222222219999999,9.666666667000001,4.555555556,1.02989418,2.611111111,0.8888888890000001,0.5555555560000001,0.8888888890000001,9.6,9.444444444,1
104602028,1.0,89.49537037,222.16666669999998,9.777777777999999,14.5,0.5,11.22222222,2.666666667,2.555555556,0.21666666699999998,1.852921857,0.38888888899999996,0.444444444,1.8333333330000001,0.16031746,2.5,0.212698413,0.01468254,0.833333333,0.444444444,0.055555556,0.27777777800000003,0.020238095,1.333333333,1.611111111,7.5,0.7615079370000001,1.5,0.833333333,0.444444444,0.833333333,9.811111111,9.333333332999999,3
104602029,1.611111111,72.3287037,202.9444444,9.833333332999999,9.833333332999999,0.7222222220000001,19.27777778,2.722222222,1.5,0.1753367,3.851206955,1.6666666669999999,1.5,1.7777777780000001,0.28973064,1.388888889,0.11473064,0.728535354,1.7222222219999999,0.5,0.444444444,7.5,0.802525253,2.666666667,10.16666667,3.9444444439999997,1.021632997,3.5,1.111111111,0.833333333,1.333333333,9.755555556000001,6.8888888889999995,2
104602030,0.7777777779999999,71.89629629,189.5555556,4.5,4.5,0.5555555560000001,30.77777778,1.7777777780000001,1.222222222,0.14292328,2.242699012,0.7222222220000001,1.0,1.5,0.17116402100000003,1.166666667,0.13921957699999998,0.8310185179999999,3.9444444439999997,1.277777778,0.444444444,12.61111111,0.877380952,5.666666667,18.27777778,8.5,0.938425926,1.611111111,0.611111111,0.38888888899999996,0.666666667,9.666666667000001,4.777777778,1
104602031,1.388888889,73.44444445,177.5,8.023148147999999,12.05555556,0.333333333,10.22222222,1.388888889,0.444444444,0.054924242000000005,0.972541366,0.833333333,0.444444444,1.0555555559999998,0.179292929,0.38888888899999996,0.047979798,1.095328283,1.7777777780000001,0.111111111,0.055555556,3.888888889,1.150883838,1.9444444440000002,5.833333333,2.166666667,0.547348485,2.0,0.666666667,0.5555555560000001,0.7222222220000001,9.488888889,5.222222222,1
104602032,0.111111111,14.83333333,14.83333333,0.944444444,0.944444444,0.055555556,1.333333333,0.222222222,0.166666667,0.041666667000000004,0.460073161,0.055555556,0.055555556,0.111111111,0.027777778,0.166666667,0.041666667000000004,0.208333333,0.111111111,0.0,0.0,0.833333333,0.208333333,0.111111111,0.944444444,0.166666667,0.041666667000000004,0.111111111,0.111111111,0.111111111,0.111111111,9.711111111000001,9.777777777999999,1
104602033,2.111111111,118.83703700000001,329.6666667,9.087962962999999,18.44444444,1.611111111,24.88888889,4.166666667,2.5,0.405710031,7.468435022,2.222222222,2.277777778,2.555555556,0.482646983,2.0,0.34903291200000003,0.8632085509999999,3.777777778,0.944444444,0.444444444,6.3888888889999995,0.9214997970000001,5.166666667,11.55555556,5.8888888889999995,1.051624302,1.5,0.7222222220000001,0.444444444,0.7222222220000001,8.5,6.6111111110000005,3
104602035,1.8333333330000001,95.5462963,242.38888889999998,5.194444444,7.5,1.166666667,19.27777778,3.722222222,2.277777778,0.375793651,5.43099789,1.6666666669999999,1.4444444440000002,2.444444444,0.423875661,1.9444444440000002,0.339991182,0.246803351,4.333333333,1.6666666669999999,0.7222222220000001,2.611111111,0.27720458600000003,6.722222222,9.333333332999999,6.8888888889999995,0.935758377,3.166666667,1.333333333,1.166666667,1.7222222219999999,9.877777777999999,9.777777777999999,3
104602037,1.5,160.0046296,343.8888889,14.92592593,24.38888889,0.7222222220000001,30.72222222,2.222222222,0.7777777779999999,0.17439134899999997,5.310765078999999,0.8888888890000001,1.9444444440000002,1.4444444440000002,0.319832945,0.444444444,0.11649831699999999,3.76483424,2.833333333,0.166666667,0.111111111,20.83333333,3.807342657,3.111111111,23.94444444,3.5,0.702331002,2.9444444439999997,1.111111111,0.611111111,1.277777778,9.811111111,8.777777777999999,2
104602501,2.5,70.79034391,244.4444444,3.611111111,10.33333333,1.7777777780000001,37.5,5.222222222,3.833333333,0.523522928,7.05688401,2.5,2.611111111,3.9444444439999997,0.576510141,3.5555555560000003,0.482738095,1.0469466490000001,4.444444444,2.055555556,1.111111111,8.944444444,1.23957231,7.6111111110000005,16.55555556,13.05555556,1.733190035,1.0,0.611111111,0.38888888899999996,0.611111111,9.777777777999999,6.5,1
104602502,2.277777778,179.14537040000002,437.77777779999997,12.08333333,16.88888889,1.4444444440000002,67.83333333,5.166666667,3.388888889,0.441595442,7.155060655,2.833333333,4.0,4.3888888889999995,0.61531339,2.888888889,0.368589744,3.116595442,10.5,1.7777777780000001,0.944444444,22.05555556,3.226994302,13.22222222,35.27777778,18.77777778,2.598433048,3.4444444439999997,1.388888889,1.0,1.5,9.544444444,7.0,2
104602503,1.222222222,136.1203704,252.61111110000002,7.722222222,7.722222222,0.7777777779999999,62.11111111,4.222222222,2.111111111,0.21048581100000002,4.318022796,1.0555555559999998,3.5555555560000003,3.666666667,0.43810726299999997,1.277777778,0.13035113,2.6017075519999997,10.05555556,1.0555555559999998,0.166666667,23.72222222,2.7109908610000004,11.27777778,35.0,13.33333333,1.438263588,3.0555555560000003,1.0,0.444444444,1.0,7.8888888889999995,5.0,1
104602504,2.666666667,70.38796296,211.2777778,1.277777778,1.277777778,1.388888889,47.5,4.5,2.777777778,0.51856261,6.454359106,2.722222222,2.277777778,4.1111111110000005,0.703174603,2.0,0.360714286,1.2938271609999998,2.611111111,2.833333333,0.333333333,6.8888888889999995,1.3856261019999998,5.777777778,12.66666667,32.77777778,4.833112875,3.166666667,1.333333333,0.833333333,1.7222222219999999,9.611111111,6.666666667,2
104602505,2.222222222,115.20277779999999,319.5,9.212962962999999,14.5,1.4444444440000002,48.77777778,5.055555556,2.833333333,0.326220539,6.0665830000000005,1.8333333330000001,3.0,3.611111111,0.591636604,2.555555556,0.298763428,2.617807039,6.666666667,1.277777778,1.0555555559999998,21.22222222,2.669684945,9.0,30.22222222,9.5,1.590101411,3.666666667,1.222222222,0.833333333,1.5,9.455555556,8.888888889,3
104602506,1.6666666669999999,80.0,222.66666669999998,6.055555556,6.055555556,1.0,41.22222222,2.277777778,1.5,0.30891330899999997,6.212417467000001,2.055555556,0.666666667,2.055555556,0.504985755,1.388888889,0.28612128600000003,0.129222629,1.611111111,1.277777778,0.111111111,2.5,0.545584046,3.0,5.5,12.72222222,3.349664225,4.0,1.222222222,0.8888888890000001,1.4444444440000002,9.5,7.222222222,2
104602507,0.444444444,26.26666667,79.66666667,2.444444444,7.166666667,0.166666667,3.333333333,0.444444444,0.333333333,0.041666667000000004,0.745911799,0.166666667,0.111111111,0.444444444,0.055555556,0.333333333,0.041666667000000004,0.076388889,0.111111111,0.111111111,0.0,0.611111111,0.076388889,0.222222222,0.833333333,1.0555555559999998,0.131944444,1.0,0.666666667,0.5,0.7222222220000001,9.266666667,6.444444444,1
104602508,2.5,133.0277778,407.44444439999995,7.9212962970000005,20.5,1.5,29.11111111,4.5,1.888888889,0.303505291,7.995284439,2.055555556,3.333333333,2.833333333,0.460350529,1.7777777780000001,0.282837302,1.308068783,4.666666667,1.166666667,0.833333333,10.16666667,1.42364418,6.666666667,16.83333333,6.666666667,0.99619709,2.777777778,1.0555555559999998,1.111111111,1.4444444440000002,9.466666667,6.555555556,2
104602509,1.6666666669999999,130.4398148,287.0,6.231481482,9.666666667000001,1.277777778,25.77777778,4.222222222,2.9444444439999997,0.454783951,6.461550175,2.0,1.888888889,3.0,0.46450617299999997,2.666666667,0.341203704,0.045833333,2.0,1.0555555559999998,0.5555555560000001,0.611111111,0.075154321,3.611111111,4.222222222,9.888888889,1.6291666669999998,1.5,0.611111111,0.5,0.666666667,9.233333333,4.333333333,1
104602510,2.166666667,125.9148148,326.0,8.319444444,14.27777778,1.5,40.66666667,6.277777778,4.8888888889999995,0.51720717,7.05400097,2.111111111,2.111111111,5.444444444,0.517398741,4.555555556,0.417606276,0.912372286,2.611111111,0.611111111,0.5,5.055555556,1.024367236,3.722222222,8.777777777999999,22.83333333,2.006268349,3.166666667,1.0555555559999998,0.7222222220000001,1.5,9.844444444,8.333333332999999,2
104602511,2.722222222,211.4814815,572.4444444000001,10.5,18.0,2.111111111,117.83333329999999,7.166666667,3.9444444439999997,0.45820013299999995,8.367247034,2.9444444439999997,6.222222222,6.5,0.7983040109999999,1.277777778,0.154002942,6.33212297,21.33333333,2.555555556,0.444444444,55.0,6.454440005,24.33333333,79.33333333,31.5,3.5103761980000003,2.555555556,1.111111111,0.944444444,1.333333333,9.888888889,8.222222222000001,2
104602513,2.611111111,143.19722219999997,405.1666667,18.05555556,25.83333333,1.0,33.77777778,2.666666667,1.5,0.236507937,5.160246262,2.333333333,1.222222222,2.111111111,0.454761905,1.166666667,0.16587301599999998,0.872486772,4.055555556,0.7777777779999999,0.0,4.666666667,0.9261904759999999,4.833333333,9.5,10.5,1.938624339,4.555555556,1.333333333,1.0,1.6666666669999999,9.944444444,9.666666667000001,3
104602514,2.111111111,80.81851852,295.0,7.8944444439999995,14.44444444,0.7222222220000001,29.44444444,2.9444444439999997,2.722222222,0.26468710100000004,3.430776994,1.611111111,1.8333333330000001,2.388888889,0.257149699,2.666666667,0.256750593,0.279408411,5.333333333,1.5555555559999998,0.333333333,2.277777778,0.320140029,7.222222222,9.5,14.61111111,1.528975096,3.611111111,1.277777778,0.944444444,1.6666666669999999,9.633333333,8.333333332999999,2
104602515,1.222222222,63.85185185,181.72222219999998,13.38888889,15.11111111,0.444444444,11.88888889,1.388888889,0.611111111,0.10138888900000001,2.671711001,0.666666667,0.833333333,0.944444444,0.15555555599999998,0.444444444,0.06944444400000001,0.240277778,1.277777778,0.333333333,0.0,1.7777777780000001,0.29444444399999997,1.611111111,3.388888889,5.722222222,0.8694444440000001,2.444444444,0.611111111,0.333333333,0.666666667,7.422222222,6.666666667,2
104602516,2.722222222,70.57804233,281.3333333,8.305555556,13.27777778,1.222222222,53.61111111,2.388888889,0.8888888890000001,0.24845679,6.897733784,1.9444444440000002,1.7222222219999999,2.222222222,0.50462963,0.333333333,0.125,4.7540123460000006,6.222222222,0.7222222220000001,0.111111111,11.72222222,4.912962963,7.055555556,18.77777778,6.722222222,2.075308642,5.777777778,1.388888889,1.166666667,1.5555555559999998,9.833333332999999,9.0,1
104602517,0.944444444,54.92129629,127.33333329999999,7.277777778,10.61111111,0.38888888899999996,8.555555556,0.944444444,0.7222222220000001,0.111111111,2.569109809,0.444444444,0.333333333,0.7777777779999999,0.23989899,0.7222222220000001,0.111111111,0.093434343,0.611111111,0.38888888899999996,0.111111111,0.944444444,0.108585859,1.111111111,2.055555556,4.333333333,0.563131313,0.111111111,0.055555556,0.055555556,0.055555556,9.366666667,8.722222222000001,3
104602519,2.166666667,142.91666669999998,297.55555560000005,8.444444444,10.72222222,1.388888889,78.77777778,4.166666667,2.888888889,0.465262515,8.25352812,2.222222222,2.166666667,3.0,0.62020757,2.166666667,0.32487790000000005,2.3245116,5.444444444,0.666666667,0.38888888899999996,10.72222222,2.415995116,6.5,17.22222222,7.055555556,1.489102564,7.0,1.5,1.0555555559999998,1.9444444440000002,9.822222222,9.555555556,3
104602520,2.277777778,154.74074069999998,440.83333330000005,22.0,27.11111111,1.166666667,55.94444444,5.444444444,3.722222222,0.46038429200000003,6.088316824,1.7777777780000001,3.777777778,3.333333333,0.374383256,3.333333333,0.418652875,0.9017935770000001,9.333333332999999,1.5555555559999998,0.8888888890000001,8.5,0.9513759390000001,11.77777778,20.27777778,12.27777778,1.1983326859999999,1.9444444440000002,0.666666667,0.444444444,0.7222222220000001,5.922222222,5.1111111110000005,1
104602521,2.277777778,148.59933859999998,578.5555555999999,11.83333333,17.16666667,0.8888888890000001,140.66666669999998,4.055555556,2.777777778,0.261283588,4.808510244,1.0,3.722222222,3.222222222,0.319671387,1.9444444440000002,0.18975127100000003,4.811165577,12.5,2.277777778,0.38888888899999996,58.44444444,4.879974583,15.16666667,73.61111111,14.66666667,1.516884532,2.833333333,1.333333333,1.222222222,1.611111111,9.644444444,8.277777777999999,3
104602522,3.111111111,170.52129630000002,522.9444444000001,15.11111111,22.61111111,1.333333333,92.33333333,8.611111111,7.5,0.686034757,8.774539046000001,2.777777778,3.5555555560000003,5.3888888889999995,0.563657676,7.1111111110000005,0.5865079360000001,1.454075795,4.277777778,2.111111111,1.7222222219999999,14.16666667,1.633802211,8.111111111,22.27777778,20.66666667,1.9512883380000001,7.166666667,1.388888889,1.166666667,1.7777777780000001,8.322222222,6.277777778,1
104602524,1.277777778,94.62037037,184.22222219999998,6.194444444,8.388888889,0.833333333,30.33333333,3.611111111,2.666666667,0.321287101,4.205230136,0.944444444,1.9444444440000002,1.611111111,0.257363552,2.666666667,0.321287101,0.652498373,2.5,0.444444444,0.611111111,7.055555556,0.700039612,3.5555555560000003,10.61111111,5.8888888889999995,0.585476615,2.9444444439999997,1.222222222,0.7222222220000001,1.277777778,9.133333333,5.666666667,2
104602525,0.833333333,55.99074074,129.7222222,6.1388888889999995,9.333333332999999,0.444444444,12.22222222,1.6666666669999999,1.0555555559999998,0.115079365,4.055858197,1.6666666669999999,0.833333333,1.166666667,0.214285714,0.8888888890000001,0.089285714,1.158730159,1.7222222219999999,0.5,0.166666667,3.5,1.178571429,2.388888889,5.8888888889999995,3.888888889,0.53968254,2.111111111,0.7222222220000001,0.833333333,1.0,8.288888888999999,5.444444444,1
104602526,1.6666666669999999,81.75,255.7222222,2.685185185,7.944444444,1.0555555559999998,50.44444444,4.3888888889999995,3.833333333,0.37799953299999994,5.180331019,1.388888889,2.222222222,3.166666667,0.38674136299999995,3.166666667,0.314028945,1.315491752,6.1111111110000005,3.611111111,0.8888888890000001,7.166666667,1.356298631,10.61111111,17.77777778,18.16666667,1.996549175,2.9444444439999997,1.0,0.666666667,1.0555555559999998,9.811111111,8.222222222000001,2
