evaluation_num,kfold_split_num,username,video_backward_seek_avg,qz_mean,incomplete_rate,watched_time_hour,watched_time_weekday,mt_online_num_day,video_avg_count,mt_practice_sum,label_val_predict,label_val_test
20,9,Y1050233,-0.278248980212,-1.171894358,-0.00046972923229,-0.810461960035,-0.229415733871,-0.466618554602,-0.55011459827,-0.451650370646,6.18185602095,10.0
20,9,Y1050238,-0.47388139287,0.762746980893,1.29710362093,-0.807651657619,-0.229415733871,-0.0504013072916,-0.564160817843,-0.101809236348,54.7772277162,40.0
20,9,Y1050246,-0.47388139287,-0.740604887544,-0.499536402923,-0.751305543341,-0.229415733871,2.44690217657,-0.59225325699,0.685333315821,23.9602553064,30.0
20,9,Y1050248,-0.613618830427,-0.463347370824,-0.585090689259,-0.8099257602,-0.229415733871,-0.258509930947,-0.55011459827,-0.364190087071,21.3365063957,30.0
20,9,Y1050265,-0.464989010565,-0.309315417091,-1.09841641087,-0.624762361112,0.156968660017,-0.466618554602,-0.19193599915,-0.451650370646,22.7917963449,20.0
20,9,Y9999986,2.06575696033,1.06464961021,-0.136479108862,0.853016725197,1.12292964473,-0.0504013072916,0.634449919032,-0.189269519923,61.4538423473,58.0
20,9,Y9999989,-0.669513805528,1.21868156394,-1.09841641087,0.951938880021,1.50931403862,-0.466618554602,-0.50797593955,-0.451650370646,55.1880144703,59.0
20,9,Y9999998,-0.427302247017,0.762746980893,-0.0147287783524,-0.0633450533347,0.35016085696,-0.466618554602,0.85333684074,-0.451650370646,48.6783757082,49.0
20,10,Y1050174,-0.604303001374,1.29261690174,0.338895608207,0.000266313559046,0.736545250848,1.61446768195,-0.48690661019,2.08469785301,78.9968362773,80.0
20,10,Y1050175,-0.162224562525,-0.0443804566694,0.834764799251,1.99956375292,-0.0362235369269,-0.0504013072916,-0.29084479531,-0.189269519923,36.7124408948,30.0
20,10,Y1050176,0.0414207663402,1.32958457063,0.068631810515,1.64689402314,-0.422607930814,1.82257630561,0.197378386666,4.35866522594,99.9010458114,90.0
20,10,Y1050178,-0.616159511113,-0.555766543064,-0.553980039465,-0.783133388206,-0.0362235369269,-0.466618554602,-0.346444414457,-0.451650370646,17.9422984384,20.0
20,10,Y1050187,-0.669513805528,-0.740604887544,-1.09841641087,-1.09459027098,-1.38856891553,-0.466618554602,-0.711646123363,-0.451650370646,15.1858798889,20.0
20,10,Y1050188,-0.343459784366,0.288328563395,3.49299698301,1.66181075856,0.929737447791,-0.466618554602,-0.00114151658943,-0.451650370646,43.6432086414,45.0
20,10,Y1050195,0.524058892341,0.294489841544,-0.674593635832,1.45690225398,-0.422607930814,-0.0504013072916,0.650251916123,-0.189269519923,43.165081785,40.0
20,10,Y1050218,-0.669513805528,-1.171894358,-1.09841641087,-1.09459027098,-1.38856891553,-0.466618554602,-0.711646123363,-0.451650370646,5.45428060576,10.0
20,10,Y1050229,0.0236819463943,1.90874471667,-0.792322184055,0.069174717999,0.736545250848,2.03068492926,0.091831079577,3.8339035245,100.0,99.0
20,10,Y1050235,-0.669513805528,-1.171894358,0.0993436050267,-0.797189555679,-0.229415733871,-0.466618554602,-0.59225325699,-0.451650370646,5.29589847421,10.0
20,10,Y1050258,0.879242794748,-1.171894358,0.0993436050267,-0.787456586534,-0.229415733871,-0.466618554602,-0.142774230644,-0.451650370646,7.31163074264,10.0
20,10,Y1050263,0.132579086371,0.399231570082,-1.09841641087,-0.998019501934,-1.19537671859,-0.466618554602,0.707022053541,-0.451650370646,41.4996649586,40.0
21,1,Y1050160,0.161923948269,-0.266186470045,2.49486363683,-0.0459398715819,-0.808992324701,-0.466618554602,-0.42486914041,-0.451650370646,31.5192823233,30.0
21,1,Y1050162,5.17337425318,-0.0628642911174,-0.0175805862601,1.25177696276,1.70250623557,-0.466618554602,1.99927425379,-0.451650370646,39.2656226743,30.0
21,1,Y1050164,-0.669513805528,-1.171894358,-1.09841641087,-1.09459027098,-1.38856891553,-0.466618554602,-0.711646123363,-0.451650370646,5.28970214231,0.0
21,1,Y1050166,-0.47388139287,-0.678992106051,0.0993436050267,-1.02811899927,-0.808992324701,-0.466618554602,-0.648438135283,-0.451650370646,17.5439499598,20.0
21,1,Y1050177,1.31615518295,-0.691314662349,0.638335612181,0.664228272047,0.543353053904,-0.258509930947,0.847484249274,-0.364190087071,20.7755779725,20.0
21,1,Y1050185,-0.164249742609,1.56371314031,-0.620259250574,0.506666802846,0.736545250848,2.44690217657,-0.206684529702,3.4840623902,91.872894485,99.0
21,1,Y1050187,-0.669513805528,-0.740604887544,-1.09841641087,-1.09459027098,-1.38856891553,-0.466618554602,-0.711646123363,-0.451650370646,15.0780147037,20.0
21,1,Y1050193,-0.499965714492,-0.771411278291,-0.220059066279,-0.710212659268,-0.615800127758,-0.466618554602,-0.553626153163,-0.451650370646,14.9083047542,20.0
21,1,Y1050206,-0.294437676608,1.44048757732,1.08910100823,-0.102039347111,0.156968660017,-0.466618554602,-0.264508133589,-0.451650370646,66.3165329759,70.0
21,1,Y1050234,-0.669513805528,-1.171894358,-1.09841641087,-0.939659923388,-0.808992324701,-0.466618554602,-0.627368805923,-0.451650370646,4.58150301922,10.0
21,1,Y1050245,-0.513007875401,-1.171894358,-0.200096398948,-0.807925542593,-0.229415733871,-0.466618554602,-0.55011459827,-0.451650370646,5.24606130944,10.0
21,1,Y1050266,-0.233998791671,0.898295100178,-0.709533288438,1.09500861449,0.929737447791,-0.466618554602,0.201358148902,-0.451650370646,51.4709334823,40.0
21,1,Y9999991,-0.604885240604,0.756585702744,-0.798976406898,-0.0885908831535,1.12292964473,-0.466618554602,0.636790955675,-0.451650370646,46.361974031,36.0
21,2,Y1050163,-0.669513805528,-1.171894358,-1.09841641087,-1.09459027098,-1.38856891553,-0.466618554602,-0.711646123363,-0.451650370646,5.87605552948,0.0
21,2,Y1050175,-0.162224562525,-0.0443804566694,0.834764799251,1.99956375292,-0.0362235369269,-0.0504013072916,-0.29084479531,-0.189269519923,36.0209372223,30.0
21,2,Y1050188,-0.343459784366,0.288328563395,3.49299698301,1.66181075856,0.929737447791,-0.466618554602,-0.00114151658943,-0.451650370646,42.8863105335,45.0
21,2,Y1050200,2.84431109721,-0.426379701928,1.36425077326,1.34482560421,0.156968660017,-0.466618554602,1.19512818371,-0.451650370646,29.461894034,30.0
21,2,Y1050203,-0.669513805528,-1.171894358,0.0993436050267,-1.07188623047,-1.00218452165,-0.466618554602,-0.697599903789,-0.451650370646,6.89380082324,10.0
21,2,Y1050222,-0.185090688507,0.60255374901,1.45680495598,0.96809498496,0.736545250848,-0.466618554602,-0.443597433149,-0.451650370646,47.6010231667,50.0
21,2,Y1050223,-0.171540391578,-0.660508271603,0.521281793317,1.09665909761,1.12292964473,-0.466618554602,0.154537416968,-0.451650370646,17.2505642093,20.0
21,2,Y1050225,1.56939047258,0.97223043797,-0.0270866194061,0.53078111515,-0.0362235369269,2.65501080023,0.10233230084,2.78438012161,80.7322916274,75.0
21,2,Y1050227,-0.300606970174,-0.722121053096,0.937775616156,0.270662058967,0.543353053904,-0.466618554602,-0.304305755737,-0.451650370646,16.8626379705,10.0
21,2,Y1050228,0.762028224586,0.713456755698,0.849025183874,1.35593306634,0.35016085696,0.365815940019,0.519153866748,0.422952465098,57.4515295806,66.0
21,2,Y1050259,1.04750411731,1.6006808092,0.298970274742,0.347679504116,1.89569843251,3.48744529485,0.7163861999,1.21009501727,83.6270464892,80.0
21,2,Y1050271,-0.669513805528,-1.171894358,-1.09841641087,-1.09459027098,-1.38856891553,-0.466618554602,-0.711646123363,-0.451650370646,5.87605552948,0.0
21,2,Y9999988,-0.428826655273,0.294489841544,0.617163086261,1.17557272457,2.66846722028,-0.466618554602,0.0573843982759,-0.451650370646,36.1964286009,33.0
21,3,Y1050167,-0.604303001374,0.0357161592719,0.220329465206,-0.594293803957,0.156968660017,-0.466618554602,-0.41316395743,-0.451650370646,32.586217459,30.0
21,3,Y1050173,-0.261946279222,1.43432629917,1.19729028667,0.646510787956,1.31612184168,-0.258509930947,0.556025193128,-0.276729803497,66.0669606359,70.0
21,3,Y1050195,0.524058892341,0.294489841544,-0.674593635832,1.45690225398,-0.422607930814,-0.0504013072916,0.650251916123,-0.189269519923,43.9366696907,40.0
21,3,Y1050198,1.63894866384,-0.253863913747,0.698223612976,1.13340772106,-0.422607930814,-0.466618554602,-0.399117737857,-0.451650370646,33.9117170873,20.0
21,3,Y1050199,-0.115221969728,-0.432540980077,-0.279947067074,-0.241405505114,-1.00218452165,1.61446768195,-0.177889779577,1.47247586799,38.4468066082,30.0
21,3,Y1050219,-0.669513805528,-0.40789586748,2.49486363683,1.10402902144,-0.0362235369269,-0.466618554602,-0.557137708056,-0.451650370646,29.0213070465,20.0
21,3,Y1050244,-0.434754910338,-1.171894358,-0.619312404513,-0.787630595436,-0.229415733871,-0.466618554602,-0.346444414457,-0.451650370646,4.72734812902,10.0
21,3,Y1050249,-0.669513805528,-0.278509026344,-0.623114817053,-0.824619665079,-0.229415733871,-0.466618554602,-0.536068378696,-0.451650370646,24.5660641678,30.0
21,3,Y1050256,-0.47388139287,-0.161444741507,0.0993436050267,-0.950529263462,-0.808992324701,-0.0504013072916,-0.585230147203,-0.189269519923,31.9898455108,30.0
21,3,Y1050260,2.02994177745,0.805875927938,0.465325832639,1.52852740175,2.66846722028,-0.466618554602,1.21970906797,-0.451650370646,50.7450088302,50.0
21,3,Y1050263,0.132579086371,0.399231570082,-1.09841641087,-0.998019501934,-1.19537671859,-0.466618554602,0.707022053541,-0.451650370646,41.5771469438,40.0
21,3,Y9999994,-0.591260840465,-0.247702635597,0.0993436050267,0.152196246834,0.156968660017,-0.466618554602,-0.557137708056,-0.451650370646,26.992702433,20.0
21,3,Y9999997,-0.571697599199,1.44664885547,-0.361333324626,0.480378747102,-0.422607930814,-0.466618554602,-0.421942844663,-0.451650370646,66.0810192199,58.0
21,4,Y1050170,-0.415657460652,-1.171894358,-0.75619926313,-0.467100178531,0.35016085696,-0.258509930947,-0.29201531361,-0.189269519923,5.10360376249,10.0
21,4,Y1050201,0.42820139881,0.682650364952,0.211003470962,1.87967719964,-0.229415733871,1.19825043464,0.750916489778,1.90977728586,66.2864466105,68.0
21,4,Y1050209,-0.382586266897,1.28645562359,2.13553563206,-0.406360262791,-0.229415733871,1.61446768195,-0.225881029762,1.55993615156,78.3876882745,85.0
21,4,Y1050212,1.33571842422,-0.863830450531,-0.399723068664,-0.174963695427,-1.00218452165,-0.466618554602,-0.36049063403,-0.451650370646,15.8888714427,20.0
21,4,Y1050213,-0.669513805528,-1.171894358,-1.09841641087,-1.09459027098,-1.38856891553,-0.466618554602,-0.711646123363,-0.451650370646,5.1139352262,10.0
21,4,Y1050214,0.86353291905,-0.568089099363,0.55667015677,0.947999609693,-0.808992324701,-0.258509930947,-0.27434048729,-0.364190087071,24.6220792249,20.0
21,4,Y1050215,-0.577451493746,-0.586572933811,-0.887046996584,0.108511576307,0.156968660017,-0.466618554602,-0.390338850623,-0.451650370646,17.0897971196,20.0
21,4,Y1050220,1.27927519691,-0.278509026344,-0.496384402818,-0.446434607629,0.156968660017,-0.466618554602,0.949319341181,-0.451650370646,26.4663587281,30.0
21,4,Y1050232,1.72698324954,-1.171894358,-0.499536402923,-0.407192289121,0.156968660017,-0.466618554602,0.299681685915,-0.451650370646,6.92945580241,10.0
21,4,Y1050233,-0.278248980212,-1.171894358,-0.00046972923229,-0.810461960035,-0.229415733871,-0.466618554602,-0.55011459827,-0.451650370646,5.41829079898,10.0
21,4,Y1050246,-0.47388139287,-0.740604887544,-0.499536402923,-0.751305543341,-0.229415733871,2.44690217657,-0.59225325699,0.685333315821,23.8373759095,30.0
21,4,Y1050247,0.308648257763,-0.635863159005,0.897850282692,-0.726688250894,-0.229415733871,-0.0504013072916,-0.514999049336,0.248031897949,24.2905389272,30.0
21,4,Y9999995,-0.604303001374,1.18171389505,0.935874410485,0.509302161322,2.08889062945,-0.466618554602,-0.0374275838439,-0.451650370646,56.8038907905,57.0
21,5,Y1050174,-0.604303001374,1.29261690174,0.338895608207,0.000266313559046,0.736545250848,1.61446768195,-0.48690661019,2.08469785301,78.1700790057,80.0
21,5,Y1050176,0.0414207663402,1.32958457063,0.068631810515,1.64689402314,-0.422607930814,1.82257630561,0.197378386666,4.35866522594,97.6381393243,90.0
21,5,Y1050178,-0.616159511113,-0.555766543064,-0.553980039465,-0.783133388206,-0.0362235369269,-0.466618554602,-0.346444414457,-0.451650370646,18.3989881144,20.0
21,5,Y1050180,-0.669513805528,0.171264278557,-0.771754588028,-1.08133193549,-0.808992324701,-0.466618554602,-0.641415025496,-0.451650370646,34.4530421582,40.0
21,5,Y1050182,0.497430795951,1.63148719995,0.636154815785,1.49065244592,-0.422607930814,1.82257630561,0.189770017754,0.510412748672,77.0050308032,90.0
21,5,Y1050186,1.87370755903,1.31110073618,0.476659945812,0.404178384167,-0.0362235369269,0.990141810986,0.216574886797,1.38501558442,77.684641846,85.0
21,5,Y1050202,-0.532609932681,1.04616577576,-0.847457168876,1.96299366499,-0.229415733871,0.365815940019,0.282123911449,0.335492181524,59.3911822396,75.0
21,5,Y1050204,0.109917853844,1.52058419326,0.330114376777,-0.203122434902,-0.229415733871,0.157707316364,0.229450588049,-0.101809236348,68.6648624023,90.0
21,5,Y1050217,-0.669513805528,-1.171894358,-1.09841641087,-1.09459027098,-1.38856891553,-0.466618554602,-0.711646123363,-0.451650370646,5.25988382311,10.0
21,5,Y1050250,-0.669513805528,-1.171894358,-1.09841641087,-0.965410268631,-0.808992324701,-0.466618554602,-0.613322586349,-0.451650370646,4.77637792164,10.0
21,5,Y1050252,-0.399354759467,-1.171894358,0.0993436050267,-0.810114033745,-0.229415733871,-0.466618554602,-0.472860390616,-0.451650370646,6.4159952946,10.0
21,5,Y1050264,-0.545020452089,0.867488709432,-0.848616193333,0.077706600468,1.12292964473,-0.466618554602,-0.108829200032,-0.451650370646,48.1696566319,40.0
21,5,Y1050269,-0.669513805528,-0.863830450531,-1.09841641087,-1.09459027098,-1.38856891553,-0.466618554602,-0.711646123363,-0.451650370646,11.9614661504,10.0
21,6,Y1050169,-0.171540391578,-1.171894358,0.480449064413,-0.404288588488,-0.0362235369269,-0.466618554602,-0.220028438297,-0.451650370646,6.93025813732,0.0
21,6,Y1050183,-0.669513805528,-1.171894358,-1.09841641087,-1.09459027098,-1.38856891553,-0.466618554602,-0.711646123363,-0.451650370646,5.56823354282,10.0
21,6,Y1050192,0.507566454517,0.682650364952,0.345611320455,1.16465685616,1.70250623557,5.98474877872,0.503351869728,5.14580777811,94.8416069508,70.0
21,6,Y1050194,3.91620310538,-0.648185715304,1.7819112455,1.97263970504,1.70250623557,-0.466618554602,0.608698516528,-0.451650370646,24.9243815059,20.0
21,6,Y1050208,0.0571208700038,0.799714649789,1.79854680141,0.980611537891,1.12292964473,0.573924563675,0.404677177226,1.64739643514,66.8496767073,70.0
21,6,Y1050238,-0.47388139287,0.762746980893,1.29710362093,-0.807651657619,-0.229415733871,-0.0504013072916,-0.564160817843,-0.101809236348,55.1213320169,40.0
21,6,Y1050243,-0.64777687081,-1.171894358,-0.798976406898,-0.794214021324,-0.229415733871,-0.466618554602,-0.38155996339,-0.451650370646,4.28884036159,10.0
21,6,Y1050251,-0.669513805528,-1.171894358,-1.09841641087,-0.81858712768,-0.229415733871,-0.466618554602,-0.500952829763,-0.451650370646,3.78886719124,0.0
21,6,Y1050268,-0.466357069201,1.28645562359,0.713579509633,0.101434531697,-0.422607930814,-0.466618554602,-0.460804052126,-0.451650370646,63.2686575722,60.0
21,6,Y9999987,-0.669513805528,0.263683450797,-1.09841641087,-1.09459027098,-1.38856891553,-0.466618554602,-0.711646123363,-0.451650370646,38.1092352351,27.0
21,6,Y9999992,-0.440398153041,0.251360894499,-0.998603076613,1.7792390554,1.50931403862,-0.466618554602,-0.0813220200105,-0.451650370646,33.990268514,38.0
21,6,Y9999996,-0.669513805528,1.28645562359,-1.09841641087,-1.09459027098,-1.38856891553,-0.466618554602,-0.711646123363,-0.451650370646,61.2929531789,54.0
21,6,Y9999999,-0.228896258176,1.97035749816,0.351599123999,2.14397737154,0.929737447791,-0.466618554602,1.92553160153,-0.451650370646,75.6337441743,73.0
21,7,Y1050189,1.01546915284,1.79784170998,0.0161658266772,1.89648609852,2.2820828264,0.990141810986,1.26418876326,1.12263473369,83.3040599496,91.0
21,7,Y1050196,-0.669513805528,-1.04866879501,0.0993436050267,-0.463875337187,-0.808992324701,-0.466618554602,-0.697599903789,-0.451650370646,9.45782865315,10.0
21,7,Y1050207,0.23195145953,0.571747358264,1.0929399824,1.51107901795,2.08889062945,-0.466618554602,4.74531018087,-0.451650370646,48.5649956185,40.0
21,7,Y1050210,-0.645059753946,-0.494153761571,0.548503610989,-0.504994772911,0.156968660017,-0.466618554602,-0.567672372736,-0.451650370646,21.0574263093,20.0
21,7,Y1050221,-0.229340877047,1.23716539839,3.16028586841,0.2650776084,1.31612184168,1.19825043464,-0.55011459827,0.947714166544,72.0316935508,80.0
21,7,Y1050229,0.0236819463943,1.90874471667,-0.792322184055,0.069174717999,0.736545250848,2.03068492926,0.091831079577,3.8339035245,100.0,99.0
21,7,Y1050237,-0.669513805528,-1.171894358,-1.09841641087,-1.09459027098,-1.38856891553,-0.466618554602,-0.711646123363,-0.451650370646,6.05620320098,0.0
21,7,Y1050241,0.293510035234,-0.555766543064,1.44444711493,1.26152658471,0.929737447791,-0.466618554602,2.24157154193,-0.451650370646,23.2764472093,20.0
21,7,Y1050258,0.879242794748,-1.171894358,0.0993436050267,-0.787456586534,-0.229415733871,-0.466618554602,-0.142774230644,-0.451650370646,7.8925240815,10.0
21,7,Y1050262,-0.620605702363,1.04616577576,0.398783609002,-0.204215789052,1.31612184168,-0.258509930947,-0.493929719976,-0.364190087071,54.6052003259,50.0
21,7,Y1050267,-0.0979160256218,0.165103000408,0.0486691431841,-0.179291557769,-0.808992324701,-0.258509930947,-0.349604813861,-0.364190087071,38.6055015225,30.0
21,7,Y1050270,-0.610824081731,-0.00125150962408,-0.0204323965632,0.157039018114,0.736545250848,0.157707316364,-0.489247646762,0.335492181524,36.0174940761,40.0
21,7,Y9999993,0.822993412946,1.39119735212,-0.794636695983,0.0128590969517,1.31612184168,-0.466618554602,2.7033410104,-0.451650370646,64.7551081515,49.0
21,8,Y1050179,0.216010556429,1.90874471667,-0.0691647899541,2.29302212921,-0.422607930814,1.61446768195,-0.0533466326679,1.12263473369,89.4857667653,95.0
21,8,Y1050184,-0.669513805528,-1.03018496056,-1.09841641087,-1.09459027098,-1.38856891553,-0.466618554602,-0.711646123363,-0.451650370646,8.35131039692,10.0
21,8,Y1050211,0.785872779669,-0.537282708616,0.616558157565,0.805337124331,1.70250623557,-0.466618554602,1.33559037945,-0.451650370646,19.3360186538,40.0
21,8,Y1050218,-0.669513805528,-1.171894358,-1.09841641087,-1.09459027098,-1.38856891553,-0.466618554602,-0.711646123363,-0.451650370646,5.15005810846,10.0
21,8,Y1050231,-0.669513805528,-1.171894358,-1.09841641087,-0.809788236076,-0.229415733871,-0.466618554602,-0.50797593955,-0.451650370646,3.02844115811,10.0
21,8,Y1050235,-0.669513805528,-1.171894358,0.0993436050267,-0.797189555679,-0.229415733871,-0.466618554602,-0.59225325699,-0.451650370646,5.13613763112,10.0
21,8,Y1050248,-0.613618830427,-0.463347370824,-0.585090689259,-0.8099257602,-0.229415733871,-0.258509930947,-0.55011459827,-0.364190087071,20.7910957434,30.0
21,8,Y1050253,-0.278248980212,-0.925443232024,1.05755161775,-0.82226529586,-0.229415733871,-0.466618554602,-0.325375085097,-0.451650370646,12.9217828937,10.0
21,8,Y1050254,-0.620605702363,-0.740604887544,0.398783609002,-0.799916424471,-0.229415733871,-0.258509930947,-0.522022159123,-0.364190087071,16.2192276199,20.0
21,8,Y1050255,0.184747729811,0.33145751044,-0.619312404513,0.245890753487,-0.0362235369269,0.365815940019,-0.347029673582,0.597873032247,46.6143532069,40.0
