username,active_num_days,active_avg_count,active_sum_count,problem_sum_count,video_pause_backward_seek_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
104602013,2.66666666667,193.388888883,591.333333333,16.5,4.5,3.66666666667,1.83333333333,1.16666666667,2.0,9.87222222233,8.3333333335,6.0
104602014,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.166666666667,0.166666666667,0.166666666667,7.61111111117,3.22222222217,5.0
104602016,1.33333333333,32.8888888883,70.1666666667,0.0,0.0,3.66666666667,1.33333333333,1.16666666667,1.5,9.70000000017,7.0,2.0
104602017,1.66666666667,213.208333333,453.833333333,50.3333333333,0.0,6.66666666667,1.83333333333,1.0,2.5,9.52222222233,8.83333333333,5.0
104602018,2.33333333333,162.613888883,628.5,35.3333333333,0.333333333333,5.5,2.0,1.5,2.66666666667,9.76666666667,7.22222222233,5.0
104602019,3.5,167.563888883,716.0,43.3333333333,1.33333333333,6.16666666667,2.0,1.16666666667,2.16666666667,9.86666666667,5.88888888867,8.0
104602020,2.16666666667,165.372222217,431.833333333,36.5,0.0,4.5,1.83333333333,1.33333333333,1.83333333333,9.53333333317,8.94444444433,7.0
104602021,2.5,64.6527777778,256.166666667,13.6666666667,0.333333333333,3.16666666667,1.5,0.833333333333,1.5,9.29444444433,6.33333333333,8.0
104602022,1.33333333333,250.083333333,488.5,28.1666666667,1.33333333333,3.33333333333,1.66666666667,1.33333333333,1.66666666667,9.7055555555,9.8333333335,8.0
104602023,1.83333333333,65.1666666667,257.333333333,14.5,0.0,5.0,2.0,1.0,2.0,7.28333333333,9.6666666665,9.0
104602024,1.83333333333,190.541666667,282.166666667,17.1666666667,0.166666666667,3.66666666667,1.16666666667,0.833333333333,1.33333333333,7.79444444467,7.4444444445,7.0
104602025,2.5,85.4166666667,313.0,28.1666666667,0.0,3.83333333333,1.5,0.666666666667,1.5,7.43333333317,5.61111111117,6.0
104602026,0.833333333333,11.8333333333,37.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,3.55555555533,2.9444444445,2.0
104602027,4.0,103.64444445,413.0,22.5,0.833333333333,3.5,1.33333333333,0.833333333333,1.33333333333,9.63333333333,9.722222222,5.0
104602028,2.5,263.236111117,658.333333333,43.5,1.33333333333,4.16666666667,2.16666666667,1.16666666667,2.16666666667,9.9055555555,9.6666666665,10.0
104602029,3.16666666667,200.027777778,564.0,29.5,1.16666666667,7.0,1.83333333333,1.16666666667,2.16666666667,9.827777778,7.9444444445,6.0
104602030,1.0,161.888888883,446.333333333,13.5,0.333333333333,4.0,1.5,0.833333333333,1.66666666667,9.7333333335,7.388888889,5.0
104602031,2.66666666667,172.430555555,382.166666667,36.1666666667,0.166666666667,5.33333333333,1.5,1.16666666667,1.66666666667,9.5944444445,7.611111111,5.0
104602032,0.333333333333,44.5,44.5,2.83333333333,0.0,0.333333333333,0.333333333333,0.333333333333,0.333333333333,9.73888888883,9.888888889,5.0
104602033,3.66666666667,196.133333338,681.0,43.5,1.16666666667,3.66666666667,1.66666666667,1.0,1.66666666667,8.1,7.22222222217,8.0
104602035,2.33333333333,183.05,433.0,22.5,0.666666666667,3.66666666667,1.83333333333,1.66666666667,2.33333333333,9.888888889,9.888888889,8.0
104602037,2.83333333333,278.347222217,683.0,44.1666666667,0.333333333333,6.5,2.16666666667,1.33333333333,2.66666666667,9.9055555555,8.388888889,6.0
104602501,2.66666666667,112.1626984,411.833333333,28.0,2.33333333333,1.83333333333,1.33333333333,0.833333333333,1.33333333333,9.82222222233,7.83333333333,5.0
104602502,2.83333333333,335.736111117,931.333333333,47.6666666667,2.0,3.33333333333,1.83333333333,1.33333333333,2.0,9.35555555533,7.33333333333,6.0
104602503,1.5,185.44444445,377.0,21.0,1.33333333333,3.5,1.33333333333,0.333333333333,1.33333333333,8.61111111117,5.66666666667,4.0
104602504,2.66666666667,65.5416666667,164.166666667,1.66666666667,1.33333333333,4.33333333333,1.83333333333,1.0,2.33333333333,9.3555555555,7.66666666683,7.0
104602505,3.0,174.316666667,546.666666667,38.3333333333,0.666666666667,5.16666666667,1.66666666667,1.16666666667,2.0,9.027777778,8.77777777783,8.0
104602506,2.66666666667,175.166666667,520.0,15.5,2.83333333333,6.5,1.83333333333,1.33333333333,2.16666666667,9.36666666667,7.44444444433,6.0
104602507,1.33333333333,78.8,239.0,21.5,0.333333333333,2.66666666667,1.66666666667,1.16666666667,1.83333333333,8.8333333335,7.05555555533,3.0
104602508,3.16666666667,198.986111117,694.5,42.0,1.5,6.0,2.0,2.33333333333,3.0,9.30000000017,8.277777778,6.0
104602509,1.83333333333,168.166666667,336.666666667,21.0,0.5,4.16666666667,1.5,1.16666666667,1.66666666667,9.0666666665,6.49999999983,4.0
104602510,2.33333333333,253.133333333,621.666666667,38.1666666667,0.833333333333,6.66666666667,2.0,1.33333333333,3.16666666667,9.85555555533,8.49999999983,7.0
104602511,2.66666666667,312.5,869.666666667,42.3333333333,2.16666666667,3.66666666667,1.83333333333,1.5,2.33333333333,9.9444444445,9.111111111,7.0
104602513,3.5,260.48055555,767.0,45.5,1.33333333333,6.16666666667,2.0,1.5,2.16666666667,9.972222222,9.8333333335,9.0
104602514,3.66666666667,215.941666672,846.166666667,43.3333333333,4.66666666667,5.16666666667,2.16666666667,1.66666666667,3.0,9.64999999983,9.1666666665,7.0
104602515,2.66666666667,177.638888895,519.333333333,45.3333333333,0.666666666667,5.33333333333,1.5,0.833333333333,1.66666666667,8.711111111,7.8333333335,6.0
104602516,4.16666666667,122.386904767,603.333333333,39.0,1.5,8.16666666667,2.0,1.66666666667,2.33333333333,9.9166666665,9.0,5.0
104602517,1.5,132.30555555,292.166666667,31.8333333333,0.166666666667,0.333333333333,0.166666666667,0.166666666667,0.166666666667,9.46666666683,8.94444444433,8.0
104602519,1.66666666667,242.0,391.166666667,30.0,0.333333333333,4.0,2.16666666667,1.16666666667,2.33333333333,9.89444444433,9.777777778,9.0
104602520,2.16666666667,195.777777767,524.666666667,44.5,1.5,0.666666666667,0.333333333333,0.333333333333,0.333333333333,5.811111111,4.72222222217,4.0
104602521,4.0,304.436904767,1410.33333333,45.6666666667,3.83333333333,4.5,2.16666666667,2.16666666667,2.83333333333,9.45555555533,7.72222222233,8.0
104602522,4.0,219.088888895,825.833333333,49.0,2.66666666667,8.5,2.0,1.5,2.16666666667,8.79444444433,7.05555555567,5.0
104602524,1.83333333333,163.388888883,264.333333333,22.0,0.0,3.83333333333,1.83333333333,1.0,2.0,9.28333333317,6.8333333335,6.0
104602525,1.83333333333,133.972222217,321.166666667,28.0,0.5,3.83333333333,1.5,2.0,2.33333333333,9.1444444445,6.722222222,5.0
104602526,2.5,112.541666667,443.0,23.8333333333,4.5,4.83333333333,2.0,1.5,2.16666666667,9.72222222217,8.44444444433,7.0
