evaluation_num,kfold_split_num,username,active_num_days,seek_video_sum,video_forward_seek_sum,mt_online_practice_num_day,qz_mean,hw_mean,label_val_predict,label_val_test
71,8,Y1050185,2.56025899306,0.355950446659,-0.328890676347,2.58538766082,1.29477853465,2.96426885444,92.7666097405,99
71,9,Y1050164,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,6.90034280891,0
71,9,Y1050227,-0.205252830668,-0.0256379718699,-0.382382425486,-0.528755569277,-0.692742786864,-0.551002813895,18.3521598397,10
71,9,Y1050178,-0.973450559482,-0.330908706693,-0.296795626863,-0.528755569277,-0.462527961978,-0.551002813895,19.7659271166,20
71,9,Y1050223,0.102026260858,1.11912728372,0.0348532177984,-0.528755569277,-0.592983029413,-0.551002813895,21.6206113958,20
71,9,Y1050167,-0.512531922193,-0.330908706693,-0.403779125141,-0.528755569277,0.274159477657,-0.551002813895,32.5083398336,30
71,9,Y1050267,0.71658444391,1.19544496742,-0.221907178069,-0.321146020604,0.435309855077,-0.433827091734,40.1181419539,30
71,9,Y1050211,-0.205252830668,0.813856548893,1.07259315109,-0.528755569277,-0.884588474269,-0.258063508317,18.7781783704,40
71,9,Y1050273,-0.666171467956,-0.788814808927,-0.393080775314,0.924511271436,0.412288372589,0.986928541004,45.6269258231,40
71,9,Y9999997,-0.0516132849047,-0.0256379718699,-0.307493976691,-0.528755569277,1.41755977459,-0.551002813895,51.8878634728,58
71,9,Y1050208,2.56025899306,1.57703338595,2.86991592216,0.716901722763,0.688546162452,1.82180556223,78.2831096009,70
71,9,Y9999999,0.870223989673,2.11125717189,0.623262458327,-0.528755569277,1.83962028688,-0.551002813895,72.5916360165,73
71,9,Y1050179,1.63842171849,0.661221181482,0.109741666593,1.33973036878,1.72451287444,2.29548841954,94.5614033657,95
71,10,Y1050272,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,6.91713283989,0
71,10,Y1050172,-0.819811013719,-0.865132492633,-0.446572524453,-0.528755569277,-0.516244754451,-0.551002813895,18.9360688099,10
71,10,Y1050218,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,6.91713283989,10
71,10,Y1050253,-0.819811013719,-0.788814808927,-0.446572524453,-0.528755569277,-0.92295761175,-0.551002813895,12.5374809091,10
71,10,Y1050258,-0.819811013719,-0.407226390399,-0.350287376002,-0.528755569277,-1.2299107116,-0.551002813895,8.01330509317,10
71,10,Y1050210,-0.358892376431,-0.636179441516,-0.403779125141,-0.528755569277,-0.385789687016,-0.551002813895,22.2335060414,20
71,10,Y1050236,-0.973450559482,-0.865132492633,-0.446572524453,0.301682625416,-1.2299107116,-0.40453316093,6.90514685364,20
71,10,Y9999988,0.409305352384,0.126997395542,-0.286097277036,-0.528755569277,0.251137995169,-0.551002813895,34.7331559014,33
71,10,Y1050207,-0.666171467956,1.95862180448,3.46902351252,-0.528755569277,0.941782469826,-0.551002813895,46.0934671563,40
71,10,Y1050188,1.02386353544,-0.330908706693,0.27021691401,-0.528755569277,0.220442685184,0.00558186680839,40.4460507917,45
71,10,Y1050268,1.79206126425,-0.254591022987,-0.286097277036,-0.528755569277,1.25640939717,-0.551002813895,64.522236211,60
71,10,Y1050228,1.48478217272,1.57703338595,0.912117903678,0.716901722763,0.696219989948,1.38122484659,71.8964947749,66
72,1,Y1050227,-0.205252830668,-0.0256379718699,-0.382382425486,-0.528755569277,-0.692742786864,-0.551002813895,18.8584307365,10
72,1,Y1050239,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,6.77049405946,10
72,1,Y1050252,-0.819811013719,-0.636179441516,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.93210588611,10
72,1,Y1050210,-0.358892376431,-0.636179441516,-0.403779125141,-0.528755569277,-0.385789687016,-0.551002813895,22.3049325721,20
72,1,Y1050215,0.102026260858,-0.483544074104,-0.371684075658,-0.528755569277,-0.500897099459,-0.551002813895,21.9123002305,20
72,1,Y1050219,-0.358892376431,-0.0256379718699,-0.328890676347,-0.528755569277,-0.278356102069,-0.551002813895,24.905783457,20
72,1,Y1050247,-0.666171467956,-0.788814808927,-0.425175824797,0.716901722763,-0.562287719428,0.562166547863,25.9438192711,30
72,1,Y1050267,0.71658444391,1.19544496742,-0.221907178069,-0.321146020604,0.435309855077,-0.433827091734,41.3432966707,30
72,1,Y1050161,-0.666171467956,-0.865132492633,-0.446572524453,-0.528755569277,0.266485650161,-0.551002813895,31.3916559048,40
72,1,Y1050191,1.02386353544,2.2638925393,6.96738390621,-0.321146020604,0.0439446527712,-0.40453316093,32.0805999862,40
72,1,Y9999990,1.48478217272,0.50858581407,-0.136320379446,-0.528755569277,1.44058125708,-0.551002813895,67.4184764969,63
72,1,Y1050174,2.4066194473,-0.636179441516,-0.403779125141,2.7929972095,1.21804025969,1.76526827635,78.5242301867,80
72,1,Y1050190,1.63842171849,2.49284559042,0.90141955385,3.20821630684,1.26408322467,2.05000528149,82.895012193,90
72,2,Y1050184,-0.973450559482,-0.865132492633,-0.446572524453,-0.528755569277,-1.05341267919,-0.551002813895,9.57072811994,10
72,2,Y1050196,-0.512531922193,-0.865132492633,-0.446572524453,-0.528755569277,-1.07643416167,-0.551002813895,10.3149546439,10
72,2,Y1050216,-0.512531922193,-0.55986175781,-0.403779125141,-0.528755569277,-1.07643416167,-0.551002813895,10.6034194118,10
72,2,Y1050233,-0.819811013719,-0.788814808927,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.20308476415,10
72,2,Y1050212,-0.0516132849047,-0.407226390399,-0.339589026175,-0.528755569277,-1.03806502419,-0.551002813895,12.4755850104,20
72,2,Y1050236,-0.973450559482,-0.865132492633,-0.446572524453,0.301682625416,-1.2299107116,-0.40453316093,6.15201223561,20
72,2,Y1050265,-0.666171467956,-0.330908706693,-0.125622029619,-0.528755569277,-0.15557486213,-0.551002813895,25.1409715493,20
72,2,Y1050162,0.562944898147,2.2638925393,1.60751064248,-0.528755569277,-0.040467449687,-0.551002813895,32.6079075781,30
72,2,Y1050249,-0.819811013719,-0.865132492633,-0.446572524453,-0.528755569277,-0.117205724649,-0.551002813895,24.8365401839,30
72,2,Y9999988,0.409305352384,0.126997395542,-0.286097277036,-0.528755569277,0.251137995169,-0.551002813895,34.5994698849,33
72,2,Y9999992,0.102026260858,-0.254591022987,-0.403779125141,-0.528755569277,0.0976614452446,-0.551002813895,31.0462236815,38
72,2,Y1050202,1.48478217272,0.0506797118358,-0.189812128585,0.924511271436,1.03386839978,2.11972483613,82.6676704893,75
72,2,Y1050209,2.56025899306,-0.101955655576,-0.179113778758,2.58538766082,1.17967112221,2.43258401461,86.4190918039,85
72,3,Y1050164,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.15286352499,0
72,3,Y1050271,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.15286352499,0
72,3,Y1050272,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.15286352499,0
72,3,Y1050171,0.255665806621,-0.712497125222,-0.435874174625,-0.528755569277,-0.631352166894,-0.551002813895,20.3290717538,10
72,3,Y1050217,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.15286352499,10
72,3,Y1050234,-0.973450559482,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.58100515459,10
72,3,Y1050258,-0.819811013719,-0.407226390399,-0.350287376002,-0.528755569277,-1.2299107116,-0.551002813895,8.33966935789,10
72,3,Y1050187,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-0.692742786864,-0.551002813895,15.4288974282,20
72,3,Y1050254,-0.819811013719,-0.55986175781,-0.403779125141,-0.321146020604,-0.692742786864,-0.551002813895,16.0622381724,20
72,3,Y9999987,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,0.251137995169,-0.551002813895,29.9710712867,27
72,3,Y1050175,0.870223989673,0.890174232599,-0.26470057738,-0.113536471931,-0.00977213970219,-0.287357438769,34.3471201651,30
72,3,Y1050206,0.71658444391,0.0506797118358,-0.254002227552,-0.528755569277,1.30245236215,0.122757589321,68.360786818,70
72,3,Y1050208,2.56025899306,1.57703338595,2.86991592216,0.716901722763,0.688546162452,1.82180556223,79.9121127325,70
72,4,Y1050165,-0.973450559482,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.57027799996,0
72,4,Y1050169,-0.512531922193,-0.254591022987,0.206026815043,-0.528755569277,-1.2299107116,-0.551002813895,9.34643619878,0
72,4,Y1050170,-0.358892376431,-0.178273339281,-0.393080775314,0.0940730767426,-1.2299107116,0.256044973178,15.9908187641,10
72,4,Y1050232,-0.512531922193,-0.407226390399,-0.16841542893,-0.528755569277,-1.2299107116,-0.551002813895,9.13771423641,10
72,4,Y1050244,-0.819811013719,-0.55986175781,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,8.17735234023,10
72,4,Y1050269,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-0.846219336788,-0.551002813895,13.1022129314,10
72,4,Y1050242,-0.666171467956,-0.254591022987,0.184630115388,-0.528755569277,-0.616004511902,-0.551002813895,18.4250138812,20
72,4,Y9999994,-0.819811013719,-0.788814808927,-0.414477474969,-0.528755569277,-0.270682274573,-0.551002813895,22.8233994296,20
72,4,Y1050246,-0.819811013719,-0.788814808927,-0.403779125141,0.924511271436,-0.692742786864,0.425363891986,22.7254065965,30
72,4,Y1050248,-0.819811013719,-0.712497125222,-0.446572524453,-0.321146020604,-0.347420549535,-0.375239230478,22.9386249987,30
72,4,Y1050195,1.79206126425,0.890174232599,0.00275816831498,0.0940730767426,0.419962200085,-0.243416542915,43.1165720038,40
72,4,Y1050270,-0.512531922193,-0.101955655576,-0.435874174625,0.716901722763,0.22811651268,1.01124250349,44.0218736868,40
72,4,Y1050260,-0.0516132849047,1.65335106966,-0.211208828241,-0.528755569277,0.811327402391,-0.551002813895,43.2641097503,50
72,5,Y1050213,-0.819811013719,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.48955146018,10
72,5,Y1050250,-0.973450559482,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.17111594543,10
72,5,Y1050177,0.562944898147,0.966491916305,0.655357507811,-0.321146020604,-0.631352166894,-0.551002813895,21.3129462935,20
72,5,Y1050198,-0.358892376431,-0.407226390399,-0.382382425486,-0.528755569277,-0.0865104146642,-0.551002813895,27.0832669051,20
72,5,Y1050160,-0.205252830668,-0.407226390399,-0.211208828241,-0.528755569277,-0.293703757062,-0.551002813895,24.120644589,30
72,5,Y1050167,-0.512531922193,-0.330908706693,-0.403779125141,-0.528755569277,0.274159477657,-0.551002813895,32.5809517739,30
72,5,Y1050200,0.562944898147,0.50858581407,-0.382382425486,-0.528755569277,-0.454854134482,-0.551002813895,23.8817087209,30
72,5,Y1050224,1.02386353544,0.737538865188,0.0776466171096,-0.528755569277,1.52499335954,-0.0530059940963,71.8874174402,68
72,5,Y1050197,0.71658444391,3.94288158083,5.21285453445,1.54733991746,1.24873556967,1.32380874244,79.3715516099,80
72,5,Y1050221,1.02386353544,-0.636179441516,-0.382382425486,1.54733991746,1.15664963972,1.98409393771,79.6267752062,80
72,5,Y1050259,-0.0516132849047,1.19544496742,0.259518564182,2.17016856348,1.64777459948,1.72279207679,83.7235252025,80
72,5,Y1050189,1.02386353544,1.27176265113,1.31865519713,2.17016856348,1.64010077198,2.13935176949,89.6732899994,91
72,5,Y1050179,1.63842171849,0.661221181482,0.109741666593,1.33973036878,1.72451287444,2.29548841954,94.1164689703,95
72,6,Y1050237,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.23073554863,0
72,6,Y1050251,-0.819811013719,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.90483982591,0
72,6,Y1050183,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.23073554863,10
72,6,Y1050220,0.255665806621,1.42439801854,0.0348532177984,-0.528755569277,-0.385789687016,-0.551002813895,25.3048379654,30
72,6,Y9999991,-0.512531922193,0.279632762953,0.912117903678,-0.528755569277,0.941782469826,-0.551002813895,43.6202289207,36
72,6,Y1050255,0.255665806621,0.0506797118358,0.163233415732,1.13212082011,0.642503197475,0.435323828263,46.8962494218,40
72,6,Y1050263,-0.0516132849047,-0.178273339281,-0.435874174625,-0.528755569277,0.61180788749,-0.551002813895,38.7273217707,40
72,6,Y9999995,-0.205252830668,0.279632762953,0.0348532177984,-0.528755569277,1.04921605477,-0.551002813895,45.6868647278,57
72,6,Y1050268,1.79206126425,-0.254591022987,-0.286097277036,-0.528755569277,1.25640939717,-0.551002813895,62.9496494149,60
72,6,Y1050228,1.48478217272,1.57703338595,0.912117903678,0.716901722763,0.696219989948,1.38122484659,71.4217397259,66
72,6,Y1050201,1.02386353544,1.88230412077,0.163233415732,1.75494946613,0.657850852467,1.82034086559,72.3301597097,68
72,6,Y1050173,0.870223989673,0.126997395542,-0.136320379446,-0.113536471931,1.24873556967,-0.316651369222,62.7016693061,70
72,6,Y1050261,2.71389853883,-0.865132492633,-0.446572524453,1.54733991746,1.12595432974,1.69496284299,80.1268364521,82
72,7,Y1050218,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,6.69900492779,10
72,7,Y1050245,-0.819811013719,-0.712497125222,-0.435874174625,-0.528755569277,-1.2299107116,-0.551002813895,7.59377233876,10
72,7,Y1050166,-0.512531922193,-0.788814808927,-0.446572524453,-0.528755569277,-0.616004511902,-0.551002813895,17.7302168968,20
72,7,Y1050178,-0.973450559482,-0.330908706693,-0.296795626863,-0.528755569277,-0.462527961978,-0.551002813895,19.6024967236,20
72,7,Y1050223,0.102026260858,1.11912728372,0.0348532177984,-0.528755569277,-0.592983029413,-0.551002813895,21.8300661067,20
72,7,Y1050180,1.1775030812,-0.865132492633,-0.446572524453,-0.528755569277,0.0439446527712,-0.551002813895,31.7807824736,40
72,7,Y1050266,0.102026260858,-0.101955655576,-0.221907178069,-0.528755569277,1.34849532712,-0.551002813895,50.447881243,40
72,7,Y1050273,-0.666171467956,-0.788814808927,-0.393080775314,0.924511271436,0.412288372589,0.986928541004,45.24433971,40
72,7,Y1050262,-0.205252830668,-0.55986175781,-0.371684075658,-0.321146020604,1.53266718703,-0.433827091734,52.801258957,50
72,7,Y9999996,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,1.25640939717,-0.551002813895,45.2456008975,54
72,7,Y9999989,-0.512531922193,-0.865132492633,-0.446572524453,-0.528755569277,1.01852074479,-0.551002813895,42.9795261752,59
72,7,Y9999999,0.870223989673,2.11125717189,0.623262458327,-0.528755569277,1.83962028688,-0.551002813895,72.3990629625,73
72,7,Y1050182,1.63842171849,1.65335106966,-0.157717079102,1.13212082011,1.41755977459,1.83645252764,86.4007059704,90
72,8,Y1050203,-0.973450559482,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.19590717287,10
72,8,Y1050240,-0.819811013719,-0.788814808927,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.60531076931,10
72,8,Y1050253,-0.819811013719,-0.788814808927,-0.446572524453,-0.528755569277,-0.92295761175,-0.551002813895,12.4710872161,10
72,8,Y1050181,-0.0516132849047,-0.865132492633,-0.446572524453,-0.528755569277,-0.193943999611,-0.551002813895,25.7182384676,20
72,8,Y1050194,0.255665806621,0.279632762953,-0.136320379446,-0.528755569277,-0.577635374421,-0.551002813895,21.3205399863,20
72,8,Y1050199,-0.0516132849047,0.203315079247,0.762341006089,0.924511271436,-0.309051412054,0.840458888039,35.43336966,30
72,8,Y1050256,-0.819811013719,-0.788814808927,-0.446572524453,-0.113536471931,0.0285969977788,-0.433827091734,28.2605245351,30
72,8,Y1050264,0.255665806621,-0.55986175781,-0.446572524453,-0.528755569277,1.31012618964,-0.551002813895,50.4980455138,40
72,8,Y9999993,-0.0516132849047,2.49284559042,1.28656014765,-0.528755569277,1.47895039456,-0.551002813895,55.3742124032,49
72,8,Y1050222,0.71658444391,-0.636179441516,-0.221907178069,-0.528755569277,0.558091095016,-0.551002813895,39.6359241371,50
72,8,Y9999986,0.562944898147,1.04280960001,0.0776466171096,-0.113536471931,0.826675057383,-0.199475647061,47.5255569521,58
72,8,Y1050192,0.409305352384,1.34808033483,0.345105362805,3.20821630684,0.657850852467,2.16366573198,71.8885270636,70
72,8,Y1050204,0.255665806621,0.737538865188,-0.200510478413,0.0940730767426,1.31780001714,1.81331032225,80.3073968516,90
72,9,Y1050168,-0.666171467956,-0.865132492633,-0.446572524453,-0.528755569277,-1.03806502419,-0.551002813895,10.7189554629,10
72,9,Y1050172,-0.819811013719,-0.865132492633,-0.446572524453,-0.528755569277,-0.516244754451,-0.551002813895,18.789980098,10
72,9,Y1050231,-0.819811013719,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.29116821476,10
72,9,Y1050235,-0.819811013719,-0.788814808927,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.3353767473,10
72,9,Y1050193,-0.205252830668,-0.55986175781,-0.446572524453,-0.528755569277,-0.807850199307,-0.551002813895,15.6152101037,20
72,9,Y1050214,0.409305352384,0.0506797118358,-0.0293368811684,-0.321146020604,-0.47787561697,-0.521708883443,22.7971046292,20
72,9,Y1050207,-0.666171467956,1.95862180448,3.46902351252,-0.528755569277,0.941782469826,-0.551002813895,45.2074555705,40
72,9,Y1050211,-0.205252830668,0.813856548893,1.07259315109,-0.528755569277,-0.884588474269,-0.258063508317,17.9497765839,40
72,9,Y1050226,-0.358892376431,0.203315079247,-0.26470057738,-0.528755569277,0.473678992558,-0.551002813895,36.4132490552,40
72,9,Y1050225,2.25297990154,1.95862180448,0.698150907122,2.37777811215,0.980151607307,1.88918160266,79.9002053587,75
72,9,Y1050186,1.48478217272,1.57703338595,0.676754207466,1.9625590148,1.17199729471,2.37604672873,85.4342334892,85
72,9,Y1050176,1.63842171849,1.50071570224,0.976308002645,2.37777811215,1.1950187772,2.76624188391,89.0200551834,90
72,10,Y1050163,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.44158261007,0
72,10,Y1050230,-1.12709010525,-0.865132492633,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,7.44158261007,0
72,10,Y1050243,-0.819811013719,-0.712497125222,-0.446572524453,-0.528755569277,-1.2299107116,-0.551002813895,8.0640678933,10
72,10,Y1050241,-0.205252830668,0.432268130365,0.259518564182,-0.528755569277,-0.462527961978,-0.551002813895,22.2037291622,20
72,10,Y1050238,-0.666171467956,-0.712497125222,-0.446572524453,0.301682625416,1.17967112221,0.0641697280646,50.9735083361,40
72,10,Y1050257,-0.512531922193,-0.636179441516,-0.275398927208,-0.528755569277,1.26408322467,-0.551002813895,48.3883889357,40
72,10,Y1050188,1.02386353544,-0.330908706693,0.27021691401,-0.528755569277,0.220442685184,0.00558186680839,39.1605229215,45
72,10,Y9999998,-0.0516132849047,1.27176265113,2.12103143422,-0.528755569277,0.565764922513,-0.551002813895,39.7154344309,49
72,10,Y9999997,-0.0516132849047,-0.0256379718699,-0.307493976691,-0.528755569277,1.41755977459,-0.551002813895,52.0110501564,58
72,10,Y1050205,0.71658444391,0.966491916305,-0.36098572583,0.716901722763,1.30245236215,2.07344042571,83.4893353013,88
72,10,Y1050185,2.56025899306,0.355950446659,-0.328890676347,2.58538766082,1.29477853465,2.96426885444,91.738654791,99
